Temp,TM,Tm,SLP,H,VS,V,CO,NO2,O3,SO2,PM10,PM25
29.7,33.8,24.8,1002.9,66,1.9,6.3,1.25999999,119.9000015,11.64999962,14.73999977,85.31999969,65
29.2,35.8,22.8,1002.9,61,2.6,3.5,1.220000029,109.4000015,10.72000027,12.02000046,55.49000168,53
29.7,36,23.5,1002.7,61,2.7,6.3,0.790000021,104.6999969,16.80999947,12.68000031,72.33999634,56
29.9,36.2,23.4,1002.5,66,1.9,1.9,1.230000019,108.4000015,6.53000021,11.56999969,112.8000031,69
28.7,34.1,25.2,1002.9,76,1.9,9.6,0.769999981,102.8000031,21.56999969,16.45999908,98.52999878,62
26.3,34.1,24,1003.4,87,1.9,6.1,1.809999943,119.5999985,5.789999962,20.17000008,90.83000183,24
28.8,34.8,22.7,1001.9,81,2.3,4.8,0.99000001,113.5,28.67000008,15.96000004,80.30999756,37
30.6,35,25.3,1001.3,72,1.9,4.8,1.00999999,125.5999985,8,18.5,109,50
30.9,35.6,26.3,1002.7,72,2.3,5.7,1.480000019,104.1999969,20.35000038,23.13999939,76.51000214,46
28.6,35.6,25.3,1005.4,79,2.6,5.7,0.790000021,74.66999817,15.43999958,11.17000008,62.72000122,43
28.6,34.5,24,1006.7,81,1.9,3.9,1.289999962,107.6999969,12.76000023,26.46999931,80.01000214,41
29,34.2,24.3,1005.8,76,1.9,7.4,0.439999998,91.84999847,31.11000061,7.2,61.72999954,38
29.9,34.8,24.3,1005.1,74,1.9,1.3,1.700000048,79.83000183,51.18999863,9.18999958,67.41000366,48
28,31.2,25.4,1003.8,84,1.6,5.9,0.790000021,103.6999969,14.69999981,10.46000004,75.23999786,76
27.1,31.4,23.8,1005,86,1.9,5.2,0.660000026,102.5,19.62000084,9.239999771,52.58000183,34.45833333
29.1,34,23.8,1007.8,72,1.9,6.5,0.360000014,63.95000076,39.52999878,8.970000267,83.98000336,30.33333333
28.9,34.9,25.6,1009.5,68,2.6,7.6,0.730000019,112.9000015,23.37999916,8.079999924,72.26000214,26
27.9,33.7,23.2,1008.4,67,2.6,10,0.839999974,104.8000031,17.54000092,12.73999977,69.22000122,29
24.8,33.7,22.5,1007.3,88,1.9,6.9,0.810000002,106.8000031,9.520000458,23.62999916,97.05000305,34
28.4,34,22.3,1004.3,73,2.1,2,1.309999943,121.6999969,11.26000023,14.10000038,101,62
29.3,34,23.4,1006.5,74,1.9,2.6,0.430000007,76.72000122,15.30000019,14.17000008,54.84999847,65
29.4,34.5,24.3,1009.1,73,1.8,1.3,0.720000029,75.94999695,25.54000092,14.52999973,60.27999878,61
30.1,34.5,24.8,1010,72,1.8,1.5,0.439999998,101.8000031,23.55999947,25.06999969,51.68000031,60.54166667
30.1,35.6,24.8,1010.5,72,2.1,4.6,0.949999988,101.4000015,19.20000076,14.72000027,78.23000336,41
29.9,35.1,23.8,1010.5,70,1.9,3.3,0.99000001,120.1999969,16.55999947,12.77000046,88.68000031,50
23.6,35.1,21.2,1011.3,92,1.6,4.6,1.070000052,105.4000015,27.36000061,12.35999966,49.18999863,40
26.7,30.8,21.5,1008.3,84,1.8,3,0.50999999,87.87999725,37.56000137,11.57999992,67.97000122,60
27.4,33.1,22.8,1008,85,1.6,0.4,0.709999979,108.5,25.30999947,9.489999771,43.88000107,80
27.5,32.5,23,1007.1,80,1.8,6.1,0.680000007,95.66999817,38.70000076,15.64000034,50.29999924,82
26.6,32.6,21.1,1008.8,76,1.6,3.3,1.539999962,115.6999969,14.72000027,16.10000038,101.5,95
26.9,33.5,20,1009.1,75,1.4,0.4,1.00999999,122.0999985,34.45000076,15.96000004,87,115
27.7,34.7,21,1010.1,75,1.3,0.9,0.560000002,95.47000122,28.54000092,14.14999962,84.23000336,149
27.1,33.2,21.8,1010.7,76,1.4,0.4,1.320000052,106,30.34000015,21.32999992,76.55000305,145
25.6,33.2,19.5,1011.5,67,1.4,3.7,0.730000019,77.83000183,19.94000053,10.82999992,68.13999939,126
25,32.8,17.6,1010.8,69,1.4,1.1,1.059999943,103.5,28.34000015,24.52000046,74.34999847,136
24.8,32.3,17.3,1009.7,68,1.4,1.5,0.389999986,46.50999832,71.04000092,5.460000038,53.90000153,160
25,33.6,18,1013.6,72,1.4,1.1,0.119999997,44.45000076,84.47000122,7.489999771,54.84000015,168
24.5,31.8,18.2,1013.1,72,1.3,1.3,0.709999979,107.1999969,20.86000061,9.229999542,74.47000122,174
24.1,30,17.5,1011.2,74,1,1.5,0.589999974,76.20999908,33.99000168,8.960000038,57.45000076,245
24.3,31.4,18.5,1011.2,72,1.1,0.4,0.239999995,39.63999939,62.34000015,8.600000381,80,261
23,31,18,1010.6,71,0.8,2.6,0.300000012,97.26999664,71.66000366,4.400000095,46.88999939,272
23.1,30.6,16.8,1010,66,1.1,5,0.49000001,81.59999847,45.59000015,11.11999989,58.50999832,226
22.5,31.5,15.4,1011.4,69,1,3.5,0.670000017,105.5999985,24.39999962,21.64999962,49.49000168,291
23.7,32.5,15.4,1012.7,65,1.3,2,0.870000005,65.29000092,56.88999939,19.90999985,31.84000015,207
24.1,30.1,16.7,1014,62,1.4,3.3,0.270000011,55.97000122,46.79000092,11.88000011,40.93000031,149
23.8,30.5,18.4,1013.5,71,1.6,1.3,0.529999971,34.43999863,72.48999786,12.39999962,49.38999939,99
22.4,28.6,16.3,1014.6,67,1,5.4,0.200000003,59.59999847,53.29000092,24.51000023,39.09000015,217
20.9,28.1,13.6,1016,59,0.8,6.3,0.680000007,84.80999756,41.15000153,13.35999966,63.18999863,309.375
19.9,28.3,12.6,1017.6,63,1.1,1.9,0.910000026,109.8000031,25.12999916,10.05000019,70.77999878,166.9166667
19.9,27.5,12.9,1016.1,73,0.8,2.8,0.819999993,101.6999969,35.11000061,11.72999954,63.25,332
20.1,27.1,14,1015.5,78,0.6,3.9,0.569999993,71.23999786,58.25,8.510000229,64.48999786,321
18.9,27.1,14.5,1015.2,80,0.6,1.3,0.720000029,110.3000031,45.18999863,8.109999657,37.04999924,278
19.1,25.6,12.4,1016.6,79,0.8,0.4,0.680000007,99.69999695,42.59000015,14.73999977,91.45999908,192
17.9,26,12,1016.6,74,0.6,4.3,2.089999914,131.1000061,14.26000023,21.54999924,120.5999985,235
18.4,26.6,12.2,1013.2,69,1.1,5,1.049999952,114.3000031,42.72000122,13.96000004,79.04000092,153
16.6,26.6,11.5,1014,75,1.3,0.7,0.709999979,111.5999985,34.04000092,14.1,102.8000031,171
17.8,26.2,11,1014.3,68,1,3,0.970000029,70.95999908,60.38000107,14.89000034,61.58000183,224
17.6,25.6,11.2,1015.2,68,1.1,3.5,0.939999998,76.16000366,28.45000076,11.27999973,77.58000183,196.75
17,26.6,10,1016.5,70,1.1,0.9,1.080000043,95.12000275,38.27999878,22.48999977,74.66000366,221
15.7,27,9.2,1017.8,71,1.1,2.4,0.150000006,37.47000122,81.34999847,4.179999828,53.25,251
18.6,27.2,11,1016.9,61,1.4,7.4,0.100000001,30.47999954,97.12999725,6.710000038,54.27999878,172
17.8,26.9,11.4,1015.4,67,1.4,7.2,0.75,113,23.15999985,9.069999695,69.51000214,166
18.2,28.1,10.4,1012.6,61,1.8,2.6,0.670000017,55.40000153,50.18000031,8.670000076,67.09999847,130
18,28.5,10.2,1013.2,68,1.1,2,0.170000002,36.40000153,67.66999817,8.289999962,76.73000336,194
17.5,28.5,11,1015.7,78,0.8,1.1,0.340000004,74.01000214,72.63999939,4.03000021,58.24000168,250
16.8,27.1,10.8,1014.8,80,0.8,0.7,0.50999999,72.73999786,55.20999908,9.649999619,67.97000122,274
19.3,27.5,11.5,1014.7,63,1.1,5.2,0.569999993,87.44000244,44.65999985,14.35000038,43.72999954,207
21.1,28.8,13.8,1012.8,57,1.6,9.4,0.959999979,74.12999725,54.38999939,14.67000008,57.61000061,134
21.3,28.8,15,1011.9,58,1.9,9.6,0.270000011,53.86999893,56.61000061,11.39999962,58.25999832,110
19,28.8,12.5,1014.7,72,1.6,2.8,0.529999971,31,78.18000031,11.63000011,58.59000015,160
18.5,28.1,11.6,1017.6,73,1.1,1.9,0.170000002,30.26000023,77.94000244,24.62999916,29.80999947,217
17.9,28,10.5,1016.8,69,1.4,4.8,0.680000007,77.75,51.45999908,12.10999966,68.56999969,184
18.1,27.2,11.8,1015.6,71,1.6,7.4,1.149999976,114.6999969,21.73999977,11.02999973,69.80999756,130
18.1,28,10,1016.1,66,1.4,1.7,0.99000001,111.6999969,24.70999908,12.43999958,75.37999725,118
17.2,28.4,9.8,1015.8,73,1.1,1.9,0.5,67.66000366,58.99000168,8.409999847,47.04000092,176
17.4,28.4,9.2,1016.6,74,1.1,1.5,0.680000007,113.3000031,44.95000076,8.020000458,44.84999847,185
17.2,27.6,10,1017,73,1.3,4.3,0.550000012,68.27999878,62.13999939,11.88000011,77.08000183,195
17.2,25.5,10.1,1015.3,73,1.6,6.9,1.970000029,123,13.14000034,18.39999962,103,151
16.3,25.5,10,1014,76,1.1,3.7,1.149999976,116.4000015,38.50999832,13.03999996,73.23999786,170
16,26.1,9.1,1014.4,81,1,1.1,0.769999981,110.4000015,29.75,24.93000031,76.41000366,239
16.2,25.3,9.5,1013.4,81,0.8,2.2,0.819999993,65.13999939,64.13999939,14,65.01000214,312
15.3,24.5,9.1,1013.8,84,0.8,2.6,0.850000024,66.37999725,34.72999954,9.069999695,73.26999664,237
16.7,24.8,9.1,1014.1,75,1.3,6.5,1.129999995,92.73000336,37.22999954,21.76000023,74.94000244,179
17.7,24.8,11.8,1012.7,68,1.8,16.9,0.209999993,37.22000122,77.70999908,4.309999943,55.52000046,122
16.5,24.5,10.8,1012.2,74,1.6,10.2,0.25999999,40.75999832,86.30000305,6.920000076,60.52999878,121
15.4,24.9,8.2,1012.8,82,1,0.7,0.779999971,113.1999969,24.53000069,8.899999619,85.01999664,202
15.5,24.9,9.4,1015.1,88,0.6,2.6,0.779999971,101,49.84000015,8.159999847,69.48999786,260
15.3,24.4,8.8,1015.6,91,0.3,1.1,0.230000004,40.20999908,62.13000107,8.81000042,88.01999664,403
14.8,22.6,9,1014.2,94,0.2,0.9,0.280000001,61.43999863,73.48000336,4.119999886,53.91999817,455
14.8,22.6,8.9,1012.6,94,0.3,2,0.610000014,75.41999817,52.79000092,9.649999619,57.11999893,382
16.3,22.4,10.8,1012.8,91,0.6,3.1,0.649999976,89.55999756,42.68000031,15.30000019,59.54999924,277
15.4,19.7,11.6,1016,93,0.6,4.4,1.039999962,83.48000336,47.83000183,14.22000027,59.11000061,284
14.6,15.9,12.5,1016.9,95,0.5,0.4,0.319999993,45.86999893,65.56999969,9.680000305,46.47999954,288
15.3,17.4,12,1018.4,96,0.5,1.5,0.50999999,26.15999985,79.19000244,11.59000015,66.76000214,256
14.3,18.4,10.8,1020.6,91,0.8,9.1,0.189999998,35.75999832,71.91000366,24.51000023,68.91999817,175
13.3,19.7,8.5,1021.3,88,0.8,5.7,0.709999979,78.19999695,50.66999817,12.06999969,67.38999939,180
13.6,20.4,7.5,1020.7,67,1.1,10.2,1.230000019,114.8000031,21.18000031,11.14999962,76.04000092,166
12.3,20.6,6.2,1019.4,71,1.3,4.4,0.99000001,106.8000031,30.43000031,12.82999992,75.73999786,169
11.9,17.1,6.5,1018.6,84,1.1,1.1,0.850000024,81,48.47999954,10.19999981,81.33000183,186
10.9,20,4.9,1019.2,72,1.4,5.4,0.779999971,114.0999985,41.72999954,8.279999733,59.11000061,185
10.7,20,4.5,1018.7,73,1.3,6.1,0.579999983,74.54000092,54.41999817,12.69999981,65.72000122,114.0833333
12.3,19.7,2.4,1018,81,1.1,6.5,1.889999986,118.6999969,12.82999992,17.51000023,105.8000031,140.4583333
14.3,19.2,10.9,1020.5,91,1.6,4.8,0.74000001,83.51000214,57.16999817,9.930000305,68.91999817,108
13.2,18.2,9.2,1021,92,0.8,7.6,1.049999952,123.8000031,21.51000023,16.89999962,98.81999969,255
11.1,18.3,5,1020.2,80,1.1,8,0.879999995,63.08000183,63.86000061,14.56999969,72.16999817,217.0833333
12.7,19.8,5.2,1017.9,78,1.3,5.4,1.120000005,57.43999863,34.95000076,9.659999847,75.01999664,229.1666667
12.8,19.8,7.2,1016.2,90,0.5,1.1,1.210000038,99.51000214,31.98999977,23.09000015,78.33000183,392
12.4,19.3,7.8,1014.5,91,0.3,0.4,0.180000007,40.16999817,78.41999817,5.210000038,67.26999664,536
11.9,20.7,4.4,1017.9,78,0.8,1.9,0.289999992,35.04000092,89.16000366,6.78000021,67.08000183,264
11.7,20.7,6.5,1017.3,89,0.3,0.9,0.75999999,107.6999969,22.68000031,8.890000343,72.58000183,404.5
12,20.2,7.1,1019.5,85,0.8,6.7,0.629999995,109.1999969,49.61999893,8.340000153,80.40000153,220
12.8,20.6,6.3,1020.8,83,0.8,3.1,0.25,38.93000031,61.36999893,8.470000267,104.8000031,251
13.9,21.6,7,1019.6,74,0.8,1.1,0.379999995,61.47999954,68.33000183,4.159999847,60.47000122,188.5
14.9,22.1,8.9,1017.2,78,1,2.8,0.589999974,67.87000275,57.72999954,9.659999847,65.62000275,164.75
12,22.1,9.6,1019.7,95,0.3,0.4,0.649999976,88.09999847,42.22999954,14.64000034,57.52000046,376
12.3,17.7,9,1019.7,92,0.5,1.7,1.029999971,87.86000061,41.97000122,13.97000027,67.94999695,362
12,17.7,8,1017.6,96,0.6,1.1,0.379999995,54.20000076,57.63000107,11.07999992,62.43000031,235.625
13.4,22.3,11.5,1020.6,98,1.4,6.9,0.5,29.75,75.51999664,11.86999989,71.58000183,57
15.3,17.8,12.7,1019.8,97,1.1,6.9,0.200000003,45.52000046,64.94999695,24.11000061,71.58000183,114
15.6,20,12.4,1020.3,91,0.8,6.7,0.74000001,78.40000153,49.04999924,11.92000008,74.30000305,148.125
13.9,20,11,1019.3,91,0.8,8.1,1.090000033,110.5999985,21.95000076,11.27999973,93.52999878,184
11.7,18.2,9.4,1019.9,96,0.5,8.3,0.920000017,117.1999969,27.95999908,13.97000027,89.45999908,202
14.3,20.3,9.9,1019.1,88,0.6,8.9,0.439999998,61.34000015,64.51999664,10.22999954,92.91000366,205
16.6,24,10.1,1018.8,75,1.3,10,0.680000007,111.5,49.34000015,8.260000229,120.5,214
16.6,24,9.5,1016.6,71,1.1,7.4,0.5,67.66999817,62.65999985,14.13000011,127.0999985,202
15.1,24,10,1018.5,85,0.5,4.6,1.919999957,119.0999985,13.47999954,17.87999916,136.1999969,308
14.4,20.5,10.2,1019.3,87,0.3,0.9,0.870000005,92.27999878,53.38999939,10.39999962,88.80000305,323
14.8,21.1,10,1019.3,86,0.5,3,0.75999999,107.5999985,27.20999908,15.60000038,143.8000031,315
13.9,21.1,10.8,1019.8,83,0.8,2.6,0.709999979,51.29999924,75.23000336,15.28999996,104.1999969,322
15.3,24.4,6.8,1016.9,79,0.6,1.9,0.870000005,66.44000244,34.43000031,9.949999809,99.91999817,246
18.6,27.8,8.9,1014.4,65,1.3,5.6,1.080000043,104.6999969,30.38999939,24.55999947,116.6999969,200.9166667
18.8,27.8,12.6,1010.9,68,1.3,4.8,0.109999999,32.70000076,82.54000092,5.900000095,107.3000031,187
17.1,25.7,11.8,1011.5,74,1.3,1.7,0.289999992,33.08000183,92.58999634,6.710000038,94.87000275,187
18.7,25.6,10,1010.8,70,1.4,6.1,0.819999993,113.5,23.14999962,10.89999962,118.5,167
19.7,26.4,15.1,1009.3,72,1.6,15,0.610000014,79.47000122,47.56999969,8.199999809,152.6000061,99.5
13.8,26.4,9.6,1011.3,88,1,8.1,0.230000004,35.95000076,64.66000366,9.890000343,149.6999969,143
12.7,19.5,7,1012,66,1.4,9.3,0.310000002,65.73000336,73.34999847,5.809999943,80.94999695,100.25
12.5,20,4.6,1012.4,64,1.6,3.7,0.389999986,54.25,68.77999878,9.210000038,96.36000061,126
13.4,21.6,5.6,1013.6,67,1.4,3.7,0.529999971,73.44999695,53.93999863,14.47999954,104.1999969,163
13.3,21.6,6.6,1013.5,69,1.4,9.3,0.910000026,71.90000153,55.38000107,15.01000023,107.1999969,152
15.3,22.6,5.6,1013.6,67,1.6,4.8,0.319999993,49.93000031,61.81999969,11.84000015,100.5999985,165
13.1,22.6,11,1011.8,97,1.1,5.4,0.430000007,27.86000061,78.16000366,12.96000004,94.23999786,116
12.6,17.7,9.2,1012.6,91,0.6,3.9,0.159999996,37.86000061,68.23999786,22.85000038,43.34000015,143
14.2,19.6,7.2,1016.2,79,1.3,9.4,0.639999986,73.04000092,53.68999863,12.31000042,109.9000015,194
15.1,21.5,9.6,1017.7,71,1.3,12.8,0.689999998,93.5,35.22999954,10.11999989,106.8000031,130
15.3,23.2,9.5,1017.4,64,1.4,8.9,0.980000019,116.6999969,37.56999969,16.37000084,110,152
15.1,23.3,7.1,1016.7,77,0.8,1.9,0.25999999,38.5,93.81999969,10.57999992,110.1999969,231
16.1,24.5,8.2,1014.8,80,0.6,1.9,0.409999996,79.87000275,83.76999664,8.630000114,126,218.6666667
17.2,24.6,9,1014.2,75,1.4,8.9,0.370000005,49.02999878,82.43000031,16.20999908,136.3999939,211
16.5,24.6,12.5,1017.5,87,0.8,6.3,1.519999981,113,26.45000076,17.90999985,148.8000031,172
16.6,22.3,12,1019.4,83,0.6,7.8,0.670000017,86.58000183,63.00999832,12.31999969,104.9000015,184
16.3,22.8,10,1018.7,71,1.8,5.2,0.560000002,77.86000061,51.86000061,13.59000015,139.1000061,95.41666667
17.9,25.2,10.3,1017.4,70,1.1,0.9,0.330000013,30.86000061,97.44999695,17.26000023,118,52.20833333
18.9,26.2,12.5,1014.4,72,1.3,2.4,0.519999981,60.31000137,43.40999985,9.069999695,116.1999969,187.5
18.6,25.3,13,1013.3,80,1.1,7.2,0.930000007,88.06999969,48.40999985,26.07999992,135.3000031,130
15.7,25.3,12,1013.1,90,1.3,5.7,0.039999999,26.56999969,91.83999634,10.94999981,125.4000015,68
16.3,21.3,12,1015.1,90,1.1,4.3,0.170000002,29.02000046,103.9000015,7.860000134,109.8000031,123
16.1,21.8,10,1017.1,82,1.3,5.7,0.689999998,115.9000015,29.52000046,11.63000011,169.3000031,120
17.8,25.7,10.5,1016.3,67,2.1,3.7,0.25999999,53.04999924,80.76000214,6.889999866,147.6999969,153
18.8,26.2,12,1016.5,69,1.4,3.7,0.050000001,21.71999931,81.54000092,10.96000004,146.6999969,119
19.5,26.9,13.8,1015.9,66,1.8,4.1,0.219999999,43.27000046,99.73000336,6.900000095,96.13999939,110
18.8,25.7,13.6,1016.1,64,2.1,4.4,0.289999992,38.58000183,89.13999939,10.72000027,107.6999969,94
18.4,25.9,11,1017,65,2.3,6.7,0.379999995,62.25999832,71.87000275,17.12999916,109,130
19.8,27.1,12.8,1017.2,66,2.6,9.8,0.75,36.70000076,89.05999756,12.77000046,100.3000031,110
22.3,29,14,1014.6,61,2.3,5,0.25999999,32.84000015,78.44999695,15.60999966,128.1999969,138
20,23.5,17.6,1013.9,72,1.9,11.1,0.319999993,13.47999954,98.5,14.56999969,123.6999969,39
20.6,26.8,15.2,1013.7,74,2.3,15.6,0.170000002,24.94000053,79.58999634,22.64999962,55.29000092,44
20,27.1,13.5,1016.4,74,2.7,6.5,0.469999999,57.93999863,72.05999756,13.34000015,123.5,52.375
18.9,27.1,12.8,1016.1,65,2.6,9.8,0.75999999,103.3000031,37.40000153,9.789999962,97.51999664,75
19.7,27.6,12,1015.2,66,1.9,5.7,0.949999988,112.8000031,47.15000153,14.86999989,97.83999634,146
21.4,29.7,12.6,1016.4,65,1.4,2.8,0.25999999,37.40000153,103.5,9.329999924,98.73999786,116.625
23.1,31.6,15.5,1015.4,61,1.9,6.3,0.419999987,66.95999908,97.52999878,8.020000458,71.12000275,163
26.4,34.4,16,1011.2,57,1.9,6.9,0.409999996,45.20000076,93.38999939,13.88000011,111.0999985,162
24.5,34.4,19.6,1013,62,2.3,9.1,1.539999962,112.6999969,36.47999954,17.29000092,130.6000061,63
21.7,28.4,16.2,1013.1,61,2.3,10.2,1.049999952,99.69000244,62.33000183,12.06000042,101.8000031,80
21.5,29.2,15,1010.8,59,2.6,7.4,0.49000001,71.16000366,63.22000122,11.56999969,114.5,100
22.4,32.5,14.5,1007.2,68,2.1,5.4,0.540000021,30.73999977,105.3000031,14.89999962,99.30000305,109
24.8,32.4,17.2,1007,64,1.8,3,0.75999999,63.45999908,46.34000015,9.56000042,99.56999969,103
23.2,27.6,17.6,1010.7,65,1,10.4,1.169999957,100.9000015,49.11000061,27.67000008,112.5,208
22.7,29.2,19,1011.6,76,1.9,9.8,0.07,28.29999924,98.31999969,10.31999969,98.01000214,74
24.6,32.7,16.5,1010.6,64,1.8,2.8,0.230000004,25.62000084,117,8.109999657,94.29000092,110
25.2,32.7,19.1,1010.7,64,1.9,2.8,0.709999979,115.1999969,33.11000061,10.68999958,144.6999969,108
23.4,29.1,19.6,1011.7,69,1.9,4.8,0.119999997,37.02999878,91.01000214,5.840000153,108.9000015,103
24.6,33.1,18.6,1011.2,71,1.4,4.4,0.01,18.93000031,90.80000305,9.819999695,128.3999939,111.5
25.8,31.7,19,1011.3,61,1.8,8.3,0.230000004,39.02999878,108.6999969,5.619999886,88.30999756,98
24.3,30.7,17.5,1010,52,1.8,13.9,0.349999994,34.75,100.0999985,12.10999966,85.75,60
24.2,30.8,17,1008.2,48,1.9,13.1,0.379999995,62.86000061,78.95999908,15.05000019,94.15000153,74
24.9,33.2,16.8,1006.2,49,2.6,9.6,0.689999998,36.90000153,98.37999725,11.78999996,85.23000336,101
26.8,35.2,17.7,1005.7,50,1.9,7.2,0.270000011,29.15999985,90.41000366,18.75,92.47000122,106
25.1,35.2,18,1010.4,53,2.1,10.4,0.280000001,10.42000008,108.6999969,13.19999981,109.8000031,89
25.7,32.2,17.8,1010.2,51,1.9,10.6,0.150000006,27.35000038,83.37999725,23.20000076,63.02000046,71
27.4,35.1,19.6,1008.9,50,2.6,9.3,0.50999999,56.95000076,80.01999664,12.76000023,102.9000015,76
30.1,38,20,1007.4,49,2.6,6.7,0.970000029,117.6999969,31.62999916,11.80000019,96.41999817,113
27.2,38,21,1009.7,55,1.9,13,1.320000052,138.6000061,34.15000153,17.18000031,94.19000244,48
25.8,32.2,19.5,1010.3,49,2.6,12.6,0.449999988,49.74000168,95.33000183,11.2,84.26999664,47
25.7,32.8,17.5,1010.3,41,2.6,12.8,0.550000012,77.31999969,88.30999756,8.75,63.02000046,67
26.3,33.5,17.9,1010.8,36,2.6,12.4,0.519999981,55.65000153,88.51000214,14.5,123.9000015,65
28,35.6,17,1008.8,34,2.9,10,1.629999995,122.9000015,32.61000061,17.92000008,117.5999985,77
29.1,37.2,18.9,1006.9,46,1.9,5.2,1,101.6999969,62.83000183,16.45999908,100.5,114
27,37.2,22.6,1009.8,49,1.9,15.6,0.610000014,80.33999634,64.30999756,13.65999985,83.25,56
27.7,34.5,21.5,1010.6,55,1.9,5.2,0.560000002,37.56000137,102,16.70999908,84.48000336,79
29.1,36.5,20.5,1009.2,53,1.8,2.6,0.600000024,64.58000183,49.22000122,11.10000038,84.08999634,123
26.9,34.2,19.8,1008.1,59,1.8,4.4,1.190000057,102,49.83000183,28.20000076,92.44999695,97
26.5,34.2,20.2,1006.9,57,1.9,9.3,0.100000001,29.72999954,97.44000244,9.239999771,56.16999817,77
24.9,31.6,18.5,1011.2,68,2.3,11.1,0.140000001,25.76000023,118.8000031,8.729999542,82.62999725,48
25.6,32.3,20,1011.4,64,1.9,5,0.810000002,109.5999985,37.88000107,10.53999996,108.4000015,80
26.8,33.6,19.2,1010.5,53,1.6,4.6,0.150000006,31.37999916,90.16999817,5.230000019,78.58999634,137
28.1,35.8,18.6,1010,40,1.9,8.7,0.02,22.09000015,87.51999664,10.14000034,87.47000122,87
29.5,36,20.4,1011.9,37,2.7,12.4,0.25,38.24000168,106.0999985,5.570000172,65.79000092,61
29,36,21.6,1008.9,44,2.3,6.1,0.349999994,37.93000031,97.58000183,12.32999992,68.37999725,82
29.4,37.2,21.2,1006,42,2.6,8,0.469999999,65.31999969,79.75,15.97000027,66.26999664,139
30.5,38.8,20.6,1006,41,2.4,8.1,0.790000021,47.65999985,90.83000183,11.84000015,67.23999786,121
31.5,38.8,22.1,1006.2,39,2.4,8.1,0.330000013,31.01000023,91.23999786,16.07999992,62.66999817,97
30.6,38.7,21.5,1007,36,1.9,8.3,0.319999993,9.609999657,109.6999969,13.96000004,97.79000092,92.08333333
31.4,39.5,21,1005.6,34,1.9,10.2,0.180000007,33.34999847,81.98000336,22.97999954,50.86999893,105
32.2,41,22.6,1003.9,34,2.6,8.3,0.579999983,62.16999817,77.72000122,13.47000027,84.80000305,119
33.4,42.1,22.8,1003.6,32,2.6,5.2,1.110000014,116.5,26.71999931,11.61999989,73.98999786,121
34.8,42.8,24.2,1001.7,30,2.3,9.6,1.529999971,138.3000031,27.77000046,16.62000084,36.08000183,130
34.5,41.7,26.2,1001.8,33,1.9,6.5,0.469999999,56.36999893,80.37000275,8.25,45.34999847,90
31.8,41.7,26.2,1003.7,43,1.9,7.4,0.540000021,91.47000122,70.91999817,7.920000076,4.590000153,55
31.9,39.7,21.6,1003.2,40,1.9,5.9,0.810000002,68.33999634,73.26999664,12.69999981,15.22999954,79
30,39.7,25.6,1006,56,2.3,10.2,2.019999981,121.9000015,20.98999977,18.45000076,68.26999664,81
30.2,35.8,23.1,1006.9,57,1.9,7,1.590000033,121.3000031,45.29999924,23.22999954,127.6999969,73
31.8,38.6,24.2,1004.3,54,1.9,1.9,0.610000014,90.05000305,53.00999832,28.23999977,33.56000137,108
32.2,39.5,25.2,1002.1,45,1.6,9.3,0.850000024,46.20999908,87.94999695,13.53999996,42.77000046,198
30.7,39.5,21.4,1000.5,43,1.6,6.5,0.769999981,61.81999969,45.09000015,11.71000004,48.81000137,120
30.1,37.6,23,1000.9,45,1.9,7.8,1.539999962,107.4000015,38.15000153,25.89999962,45.04000092,117
30.1,35.2,25,1003.8,49,1.9,7.2,0.209999993,33.88999939,93.83999634,7.900000095,44.63000107,86
28.2,35.3,24.2,1005,60,8.9,10.9,0.25999999,38.81999969,99,8.039999962,57.27999878,88
25.2,30.6,18,1008.2,71,2.6,10,0.939999998,116.9000015,28.31999969,11.28999996,66.94000244,60
26.9,32.1,19,1006.6,62,1.8,8.5,0.370000005,65.02999878,79.23000336,7.320000172,21.02000046,79
29.7,35.4,23,1004.1,48,1.8,11.1,0.150000006,25.36000061,78.87000275,8.520000458,44.77999878,133
31.1,36.7,25,1003.5,46,2.6,9.4,0.319999993,44.65999985,90.09999847,3.75999999,37.20000076,87
30,36.9,24.1,1007.1,54,2.6,7.2,0.370000005,42.84999847,92.91999817,12.81000042,43.5,107
32.4,39.1,24.4,1006.8,39,1.9,14.8,0.689999998,77.31999969,62.56000137,14.93999958,20.10000038,76
32.3,39.1,24,1006.6,36,2.3,11.7,0.850000024,40.27000046,90.30000305,11.26000023,13.73999977,53
31.9,38.8,26.5,1006,39,2.3,8.7,0.370000005,36.50999832,85.69999695,17.38999939,24.36000061,65
32.8,38.6,24.8,1002.3,40,1.9,9.6,0.389999986,7.900000095,102.6999969,11.47000027,70.05999756,83
33.3,40.6,24.2,999.6,39,2.6,11.1,0.189999998,30.53000069,84.18000031,24.61000061,30.94000053,86
34.5,43.6,25.8,1000,39,2.3,19.4,0.74000001,68.68000031,67.70999908,13.80000019,44.77000046,65
31.6,43.6,25.5,1004,55,2.6,6.7,1.470000029,121.0999985,23.20999908,11.57999992,53.86000061,44
32.4,40.6,23.2,1005.2,45,2.7,8.9,0.819999993,101.6999969,46.65000153,10.44999981,6.099999905,40
30,36.4,21.4,1007.2,60,2.6,4.1,0.620000005,72.06999969,66.41999817,7.21999979,22.72999954,48
